Height,2012/10/24 17:45:38,2012/10/24 17:46:38,2012/10/24 17:47:38,2012/10/24 17:48:38,2012/10/24 17:49:38,2012/10/24 17:50:38,2012/10/24 17:51:38,2012/10/24 17:52:37,2012/10/24 17:53:37,2012/10/24 17:54:38,2012/10/24 17:55:38,2012/10/24 17:56:37,2012/10/24 17:57:38,2012/10/24 17:58:37,2012/10/24 17:59:37,2012/10/24 18:00:37,2012/10/24 18:01:38,2012/10/24 18:02:38,2012/10/24 18:03:38,2012/10/24 18:04:38,2012/10/24 18:05:38,2012/10/24 18:06:38,2012/10/24 18:07:38,2012/10/24 18:08:38,2012/10/24 18:09:38,2012/10/24 18:10:37,2012/10/24 18:56:37,2012/10/24 18:57:38,2012/10/24 18:58:38,2012/10/24 18:59:38,2012/10/24 19:00:38,2012/10/24 19:01:37,2012/10/24 19:02:37,2012/10/24 19:03:38,2012/10/24 19:04:37,2012/10/24 19:05:38,2012/10/24 19:06:38,2012/10/24 19:07:38,2012/10/24 19:08:37,2012/10/24 19:09:38,2012/10/24 19:10:38,2012/10/24 19:11:38,2012/10/24 19:12:37,2012/10/24 19:13:38,2012/10/24 19:14:37,2012/10/24 19:15:37,2012/10/24 19:16:38,2012/10/24 19:17:37,2012/10/24 19:18:37,2012/10/24 19:19:37,2012/10/24 19:20:38,2012/10/24 19:21:37,2012/10/24 20:07:38,2012/10/24 20:08:38,2012/10/24 20:09:38,2012/10/24 20:10:38,2012/10/24 20:11:38,2012/10/24 20:12:38,2012/10/24 20:13:38,2012/10/24 20:14:38,2012/10/24 20:15:38,2012/10/24 20:16:38,2012/10/24 20:17:38,2012/10/24 20:18:38,2012/10/24 20:19:38,2012/10/24 20:20:38,2012/10/24 20:21:38,2012/10/24 20:22:38,2012/10/24 20:23:38,2012/10/24 20:24:38,2012/10/24 20:25:38,2012/10/24 20:26:37,2012/10/24 20:27:38,2012/10/24 20:28:38,2012/10/24 20:29:38,2012/10/24 20:30:38,2012/10/24 20:31:38
600.0,7.859410714285709,7.982298823529414,8.03958684210526,8.181349999999997,8.196750000000007,8.081575000000019,7.932450000000001,7.796274999999983,7.8016769230769185,7.883075213675225,7.931780341880351,7.884364102564112,7.897225000000013,7.843399999999999,7.799899999999997,7.775225000000008,7.800500000000011,7.860750000000017,8.02167500000001,8.079475000000011,8.098200000000004,8.130574999999979,8.068599999999993,8.120975000000005,8.122984444444436,8.066165573770489,7.988300000000006,7.867300000000012,7.819950000000015,7.867774999999994,7.830450000000007,7.901363247863245,7.9526461538461595,7.900950862068987,7.927575862068974,8.09147652173913,8.105875652173921,8.073937606837607,8.107919658119656,7.966885470085482,7.958879487179479,7.819349999999995,7.817225000000014,7.740999999999996,7.679024999999993,7.787324999999994,7.633450000000001,7.602700000000011,7.589050427350428,7.7123128205128095,7.781641573033697,7.888236666666677,8.256496078431375,8.411357500000012,8.326949541284419,8.44107500000001,8.419075000000008,8.247000000000007,8.303349999999988,8.287999999999986,8.277099999999999,8.369224999999986,8.428724999999993,8.386225000000005,8.496574999999993,8.481325,8.47379999999999,8.548126495726482,8.566220512820514,8.634407692307702,8.577250427350407,8.557799999999977,8.483924999999994,8.503949999999998,8.603149999999978,8.618574999999971,8.643408333333316
700.0,7.4487678571428475,7.573171764705876,7.629652631578948,7.762700000000002,7.759500000000002,7.674349999999998,7.539150000000012,7.400050000000015,7.41098290598291,7.439388034188035,7.4714615384615275,7.464645299145296,7.476174999999997,7.440299999999997,7.373799999999999,7.294525000000002,7.278400000000004,7.3343000000000025,7.522274999999999,7.622725000000001,7.698450000000016,7.73725000000002,7.656600000000007,7.7225249999999965,7.724342222222216,7.677581967213107,7.5194999999999945,7.4068333333333385,7.378675000000015,7.443075,7.41199999999999,7.483901709401713,7.504920512820518,7.442050862068966,7.447100862068976,7.573193913043496,7.614348695652169,7.5981991452991435,7.657562393162409,7.5469905982906225,7.504680341880338,7.360075000000001,7.339900000000004,7.294674999999996,7.248574999999994,7.3099250000000024,7.185149999999994,7.126499999999987,7.116274358974368,7.265339316239302,7.318568539325829,7.419956666666666,7.869960784313728,8.013416250000006,7.926465137614683,8.031374999999983,8.011349999999988,7.853149999999986,7.897349999999977,7.846724999999983,7.845624999999987,7.939449999999994,8.01869999999999,8.00712499999999,8.104574999999999,8.051674999999998,8.026225000000013,8.120727350427364,8.124792307692301,8.216005982905966,8.197589743589752,8.162075000000005,8.122174999999999,8.124424999999988,8.187500000000009,8.222475000000014,8.23886458333332
800.0,7.193974999999997,7.31462352941176,7.367402631578949,7.486475000000013,7.461274999999997,7.404024999999974,7.2818499999999995,7.138599999999996,7.158349572649569,7.136587179487189,7.150021367521358,7.18182222222222,7.1846499999999995,7.165024999999986,7.082625000000006,6.95107500000001,6.896049999999997,6.950225000000007,7.157650000000013,7.30077500000001,7.435974999999993,7.478900000000001,7.380349999999994,7.460500000000002,7.4609422222222195,7.423024590163941,7.196999999999992,7.0882333333333385,7.080500000000018,7.156199999999994,7.131925000000003,7.209769230769233,7.195814529914518,7.122867241379291,7.106192241379286,7.1928269565217215,7.266335652173913,7.25879658119658,7.348671794871789,7.26437350427351,7.190857264957272,7.048500000000006,7.001774999999994,6.991500000000008,6.953724999999999,6.972349999999995,6.880350000000005,6.791225000000018,6.78650341880343,6.956289743589747,6.9920696629213515,7.089011666666678,7.604817647058817,7.735927499999995,7.648680733944955,7.748124999999994,7.73567499999999,7.590899999999984,7.625024999999979,7.5442500000000035,7.551775000000017,7.654625000000013,7.754900000000007,7.768525000000001,7.852949999999989,7.761225000000011,7.715700000000015,7.830523931623932,7.822220512820508,7.934353846153851,7.952323931623949,7.895800000000003,7.880624999999994,7.8698,7.905074999999994,7.965050000000002,7.983733333333344
900.0,7.000164285714291,7.118701176470599,7.169883333333332,7.279374999999993,7.232449999999999,7.215349999999982,7.10957499999999,6.961875000000005,6.9868076923077,6.9005264957264965,6.894230769230767,6.960088034188026,6.954499999999999,6.9573500000000035,6.857025000000001,6.687724999999995,6.596699999999999,6.641250000000014,6.858725000000013,7.025999999999988,7.212499999999985,7.2675999999999945,7.156924999999988,7.248875000000002,7.255484444444445,7.214781967213112,6.955200000000004,6.851999999999995,6.856250000000004,6.937850000000009,6.90972500000002,6.986416239316237,6.944205128205133,6.858403448275858,6.81830344827584,6.852028695652171,6.95025043478262,6.964834188034202,7.090996581196576,7.0447948717948545,6.939254700854703,6.797450000000009,6.723800000000006,6.751975000000003,6.733425000000006,6.685924999999985,6.6364999999999865,6.511550000000007,6.509230769230763,6.711710256410246,6.726571910112352,6.827188333333329,7.395045098039213,7.516103750000001,7.433865137614678,7.513849999999998,7.5082000000000075,7.3802249999999905,7.3901499999999976,7.276274999999997,7.295899999999986,7.4047749999999946,7.522625000000012,7.571525000000006,7.646474999999994,7.504475000000001,7.451050000000015,7.575051282051288,7.534575213675195,7.6743700854700725,7.730783760683751,7.665724999999999,7.69590000000001,7.650275,7.649099999999999,7.723375000000005,7.732755208333345
1000.0,6.845926785714283,6.9621564705882335,7.0098649122807135,7.1086500000000195,7.036075000000019,7.065625000000004,6.981500000000011,6.827100000000009,6.8572692307692344,6.695711965811973,6.665894017094025,6.770789743589741,6.7553499999999955,6.783449999999998,6.661274999999998,6.453074999999991,6.321724999999997,6.355174999999986,6.583075000000007,6.772799999999998,7.0124999999999895,7.083750000000002,6.961099999999985,7.064650000000001,7.082288888888895,7.033839344262293,6.74060000000001,6.645833333333346,6.662100000000019,6.7506499999999905,6.71917499999999,6.79403076923076,6.723241025641022,6.6206767241379305,6.55357672413794,6.523917391304339,6.647053913043464,6.691750427350424,6.859231623931638,6.860099145299157,6.718891452991442,6.577599999999986,6.473524999999989,6.54565,6.551675000000016,6.423650000000011,6.424199999999998,6.257150000000019,6.256353846153863,6.497301709401706,6.487617977528083,6.592703333333328,7.215768627450979,7.326958749999998,7.2518091743119175,7.305850000000005,7.3075249999999965,7.200024999999983,7.180324999999989,7.031100000000003,7.063425000000007,7.177449999999988,7.313899999999989,7.406324999999998,7.473524999999988,7.274449999999991,7.214399999999999,7.343644444444436,7.26105641025641,7.43218119658118,7.53259059829057,7.460249999999986,7.547224999999997,7.456274999999992,7.41020000000001,7.498150000000003,7.493078125000004
1250.0,6.349976785714292,6.468441176470592,6.510124561403508,6.602449999999998,6.471025000000009,6.609374999999991,6.579599999999996,6.394100000000007,6.432284615384612,6.097594871794874,6.008562393162395,6.1801581196581115,6.142924999999999,6.227574999999985,6.0618499999999855,5.822399999999993,5.616574999999995,5.6143500000000115,5.841975000000012,6.027900000000006,6.354350000000012,6.483275000000017,6.346924999999989,6.467875000000004,6.528034444444452,6.424554098360663,6.149999999999997,6.081466666666656,6.102874999999993,6.185900000000012,6.133274999999992,6.194814529914529,6.075864957264949,5.936235344827584,5.809585344827587,5.6175443478261,5.775985217391312,5.909349572649561,6.18197435897434,6.298866666666665,6.093660683760701,5.9550250000000045,5.77567499999999,5.952200000000007,6.024775000000013,5.674724999999992,5.79715,5.51829999999999,5.51872393162392,5.875746153846158,5.8147865168539274,5.964709999999998,6.674474509803928,6.774823750000001,6.7279651376146825,6.693900000000012,6.719275000000016,6.661125000000005,6.548650000000016,6.338950000000015,6.399174999999986,6.522299999999989,6.689875000000014,6.89050000000002,6.958399999999999,6.6142250000000065,6.57422499999999,6.6851863247863115,6.474428205128215,6.729801709401698,6.916194871794873,6.8555249999999965,7.0930499999999785,6.858149999999995,6.721425000000001,6.808775000000009,6.754728125000002
1500.0,5.87693392857143,6.010185882352936,6.028352631578938,6.116949999999986,5.905875000000015,6.108074999999988,6.138825000000003,5.926800000000017,5.997428205128206,5.542103418803406,5.402853846153843,5.616908547008567,5.562175000000003,5.690500000000006,5.50184999999999,5.279174999999999,5.030525000000009,4.978550000000003,5.1872499999999935,5.317325000000008,5.671624999999998,5.873275000000007,5.732450000000005,5.862674999999999,5.9738144444444465,5.794354098360657,5.60905,5.5816666666666706,5.580600000000006,5.641575000000002,5.557949999999988,5.587556410256419,5.434798290598286,5.270358620689649,5.101133620689658,4.775905217391314,4.953965217391307,5.17576923076923,5.518836752136753,5.72966923076922,5.4903076923077,5.343900000000002,5.1144,5.365949999999996,5.5067750000000055,4.970124999999987,5.191475000000002,4.814950000000005,4.809538461538461,5.280478632478635,5.18582471910112,5.409475000000002,6.162062745098039,6.254948749999995,6.2431495412844,6.120050000000002,6.174200000000002,6.150800000000001,5.940750000000003,5.697350000000002,5.7657499999999935,5.8982249999999965,6.078324999999986,6.369299999999997,6.455300000000007,5.9905750000000095,5.992924999999989,6.059079487179467,5.718788034188023,6.038556410256413,6.280272649572639,6.257775000000004,6.6465749999999995,6.266000000000004,6.054050000000014,6.113350000000015,5.991468749999998
1750.0,5.246844642857137,5.389782352941169,5.395637719298232,5.482275000000004,5.226424999999997,5.482200000000001,5.552875000000006,5.325549999999991,5.412190598290582,4.866693162393162,4.693040170940163,4.925362393162389,4.8548249999999955,5.009799999999984,4.800274999999993,4.597924999999994,4.3292000000000055,4.24125,4.437499999999993,4.5186750000000035,4.884650000000005,5.141550000000002,5.001725000000004,5.141524999999996,5.2894111111111055,5.054373770491796,4.948649999999999,4.943633333333337,4.925624999999997,4.974075000000003,4.865325000000002,4.874241880341872,4.705050427350424,4.517584482758623,4.320484482758617,3.905920000000004,4.093890434782609,4.382988034188028,4.770125641025639,5.043147008547012,4.7776606837606765,4.62312499999999,4.3649000000000004,4.663250000000004,4.854575000000001,4.185749999999998,4.469425000000002,4.031450000000004,4.016323076923071,4.567099999999995,4.452408988764047,4.725496666666668,5.52212352941176,5.613066250000006,5.6235577981651454,5.433799999999996,5.503499999999987,5.499124999999999,5.2199749999999945,4.954750000000016,5.030100000000004,5.166475000000005,5.350924999999993,5.701050000000008,5.796625000000005,5.250399999999993,5.291399999999994,5.329936752136759,4.900563247863244,5.263707692307684,5.532763247863249,5.533274999999986,6.026624999999979,5.541850000000004,5.281550000000008,5.323125000000003,5.15355104166667
2000.0,4.57116428571429,4.723580000000002,4.7261543859649136,4.833949999999998,4.553899999999999,4.859850000000004,4.9479999999999995,4.698974999999999,4.800271794871803,4.190999145299142,4.014669230769232,4.240001709401713,4.150374999999996,4.331624999999995,4.115849999999998,3.968274999999992,3.7086499999999925,3.595025000000001,3.7506750000000078,3.748900000000002,4.081674999999996,4.381799999999991,4.260724999999995,4.406950000000004,4.601403333333335,4.290867213114753,4.315350000000008,4.312133333333339,4.258400000000001,4.2919249999999955,4.142949999999999,4.136802564102564,3.9898940170940196,3.7724456896551715,3.565870689655176,3.088808695652173,3.2553695652173955,3.605641880341879,4.031371794871797,4.348562393162392,4.08280341880342,3.9183000000000057,3.636950000000002,3.9587999999999934,4.18714999999999,3.4101499999999962,3.747349999999997,3.264499999999995,3.2361726495726457,3.851939316239319,3.7163775280898905,4.04102166666666,4.826929411764707,4.937118749999999,4.968774311926609,4.730100000000004,4.805125000000004,4.803449999999988,4.465199999999991,4.190999999999998,4.271774999999998,4.4179499999999905,4.599799999999995,4.997274999999994,5.128649999999993,4.518424999999996,4.605774999999992,4.593384615384616,4.057553846153846,4.46072820512821,4.742870940170944,4.7871500000000005,5.380900000000005,4.792024999999998,4.495749999999999,4.504224999999986,4.289703124999996
2250.0,3.7857553571428526,3.943428235294116,3.9399614035087707,4.0708499999999965,3.7674000000000056,4.113150000000003,4.211549999999996,3.933199999999993,4.049376923076913,3.3909777777777808,3.2177957264957313,3.432916239316241,3.323249999999993,3.533150000000005,3.3206750000000116,3.2366000000000033,2.9937500000000057,2.8557249999999925,2.963350000000004,2.8760749999999966,3.1649249999999967,3.502075,3.4041000000000032,3.5503249999999995,3.7930933333333314,3.4043950819672117,3.574850000000003,3.567700000000005,3.4749250000000016,3.488400000000003,3.3001999999999985,3.284466666666671,3.1658641025641026,2.920204310344827,2.707429310344835,2.17890695652174,2.3217886956521703,2.722886324786325,3.191372649572647,3.5439829059829107,3.288212820512823,3.119450000000005,2.8080500000000024,3.1473749999999905,3.402574999999993,2.536542499999999,2.924667500000004,2.4019425000000005,2.361007948717949,3.0290811965812012,2.8744707865168513,3.2471066666666646,3.998984313725496,4.136957500000001,4.191829357798173,3.913525000000001,3.997924999999992,3.99055,3.6001999999999916,3.327124999999999,3.4075000000000064,3.570300000000007,3.747900000000007,4.182900000000009,4.358800000000005,3.694225000000003,3.822800000000009,3.7574188034188074,3.1207076923076906,3.5608136752136756,3.853317094017092,3.9394749999999985,4.615650000000001,3.9311000000000007,3.610600000000005,3.5858000000000017,3.338109375000002
