Height,2012/10/22 01:47:38,2012/10/22 01:48:38,2012/10/22 01:49:38,2012/10/22 01:50:38,2012/10/22 01:51:38,2012/10/22 01:52:38,2012/10/22 01:53:38,2012/10/22 01:54:38,2012/10/22 01:55:38,2012/10/22 01:56:38,2012/10/22 01:57:38,2012/10/22 01:58:38,2012/10/22 01:59:38,2012/10/22 02:00:38,2012/10/22 02:01:38,2012/10/22 02:02:38,2012/10/22 02:03:38,2012/10/22 02:04:38,2012/10/22 02:05:38,2012/10/22 02:06:38,2012/10/22 02:07:38,2012/10/22 02:08:38,2012/10/22 02:09:38,2012/10/22 02:10:38,2012/10/22 02:11:38
600.0,938.287704918033,938.2884444444433,938.2931818181809,938.2872649572635,938.25752136752,938.2798290598303,938.2699145299155,938.282499999999,938.3324999999977,938.2949999999983,938.2849999999992,938.3124999999999,938.3274999999984,938.3599999999985,938.3850000000004,938.3750000000017,938.3025000000008,938.2824999999992,938.2880341880352,938.2803539823014,938.2957522123884,938.3034513274323,938.3030357142862,938.3048148148162,938.3432911392403
700.0,927.0762295081975,927.0774444444454,927.0805454545454,927.0722222222204,927.042478632479,927.0623076923097,927.0523931623947,927.0625000000016,927.1099999999994,927.0699999999996,927.0550000000019,927.0825000000012,927.1000000000006,927.132500000002,927.1574999999997,927.1474999999974,927.0699999999996,927.0525000000006,927.0605128205118,927.0529203539825,927.060619469028,927.0683185840701,927.0652678571424,927.064814814814,927.1106329113925
800.0,915.9595081967221,915.9596666666683,915.9605454545479,915.9522222222224,915.9199999999984,915.939829059826,915.9274358974351,915.9350000000003,915.9824999999998,915.9374999999993,915.9199999999992,915.9474999999986,915.9650000000003,916.0000000000002,916.027499999999,916.019999999999,915.9399999999989,915.9199999999992,915.927948717947,915.9176991150435,915.9202654867245,915.9305309734523,915.9249107142881,915.9221296296304,915.9706329113919
900.0,904.9342622950805,904.9328888888865,904.9305454545441,904.9247863247846,904.8900854700839,904.9074358974356,904.8975213675222,904.9024999999999,904.9475000000006,904.9025000000017,904.8799999999987,904.902499999998,904.9250000000002,904.9600000000024,904.9874999999995,904.9849999999994,904.904999999999,904.8850000000008,904.8979487179485,904.8832743362813,904.8755752212368,904.8884070796439,904.8775000000009,904.8787037037049,904.9332911392418
1000.0,894.0037704918026,894.002555555555,893.9984545454531,893.9947863247866,893.9576068376088,893.9700000000012,893.9600854700864,893.9600000000014,893.9999999999989,893.9575000000008,893.930000000001,893.9524999999995,893.9799999999984,894.0099999999993,894.037500000001,894.0400000000024,893.9600000000015,893.9424999999985,893.9604273504256,893.9410619469026,893.9256637168156,893.93849557522,893.9223214285704,893.9252777777774,893.9822784810116
1250.0,867.0855737704923,867.080555555557,867.0695454545471,867.0748717948711,867.0252991452974,867.0252991453,867.0178632478649,867.0025000000003,867.0350000000001,867.0025000000011,866.9650000000001,866.9775000000004,867.0125000000004,867.0299999999995,867.0574999999992,867.0824999999982,867.0175000000006,867.0050000000025,867.037863247864,867.0051327433639,866.9640707964611,866.9820353982302,866.9500892857161,866.9650000000003,867.0255696202529
1500.0,840.7573770491801,840.751777777778,840.7332727272709,840.7525641025624,840.6955555555571,840.6806837606824,840.6831623931622,840.6450000000011,840.6650000000024,840.6499999999993,840.6000000000015,840.6024999999995,840.6450000000011,840.6425000000004,840.6674999999992,840.72,840.6800000000005,840.6700000000026,840.7203418803415,840.6722123893813,840.6054867256654,840.628584070797,840.5833928571426,840.618611111112,840.6768354430372
1750.0,815.0406557377047,815.0339999999997,815.012272727273,815.0503418803414,814.9883760683741,814.9586324786302,814.9710256410272,814.9074999999997,814.9174999999993,814.9249999999979,814.8625000000015,814.852500000001,814.8974999999991,814.8700000000019,814.8899999999991,814.972500000001,814.9675000000011,814.9625000000003,815.0379487179482,814.9771681415914,814.8873451327428,814.9181415929198,814.8570535714281,814.9129629629633,814.9617721518997
2000.0,789.9601639344257,789.953666666667,789.9291818181816,789.9932478632479,789.9263247863238,789.8841880341898,789.9089743589751,789.8175000000008,789.820000000002,789.8524999999985,789.7775,789.7524999999994,789.7974999999999,789.742499999998,789.759999999998,789.8725000000017,789.9050000000009,789.9000000000015,789.9981196581224,789.9247787610627,789.8118584070795,789.852920353984,789.7784821428555,789.8592592592598,789.8993670886088
2250.0,765.5296721311479,765.5168888888887,765.4934545454531,765.5862393162388,765.5168376068389,765.469743589745,765.5094017094023,765.3875,765.3824999999988,765.4375000000002,765.3474999999986,765.3074999999985,765.347499999999,765.2674999999989,765.277500000001,765.4174999999982,765.4925000000011,765.4874999999993,765.6158974358982,765.5328318584071,765.3968141592932,765.4430088495567,765.3525000000011,765.4582407407398,765.4869620253156
2500.0,741.734426229508,741.7168888888888,741.6950909090925,741.8141880341868,741.7447863247884,741.6952136752125,741.7497435897426,741.6,741.5899999999992,741.6674999999979,741.5624999999986,741.5100000000023,741.5399999999986,741.4349999999989,741.4400000000006,741.6049999999991,741.7224999999994,741.717500000002,741.8711111111107,741.780442477877,741.6264601769917,741.6777876106208,741.579107142859,741.7079629629635,741.7255696202524
2750.0,718.5644262295073,718.5404444444431,718.5267272727258,718.6747008546989,718.6077777777779,718.5582051282041,718.6226495726487,718.4425000000007,718.4275000000013,718.5275,718.4100000000016,718.3475000000002,718.3675000000013,718.2425000000003,718.2399999999996,718.4274999999996,718.5875000000011,718.5749999999997,718.7564102564097,718.6559292035383,718.4865486725668,718.5455752212386,718.4360714285718,718.5923148148154,718.5968354430377
3000.0,696.014426229509,695.9839999999999,695.9757272727276,696.1527350427344,696.0882905982921,696.0411965811961,696.1205128205129,695.9099999999994,695.8900000000004,696.0100000000006,695.8774999999995,695.8050000000004,695.8149999999988,695.6674999999985,695.657500000001,695.8675,696.0675000000009,696.0550000000017,696.2616239316236,696.1535398230086,695.9687610619472,696.0303539823005,695.9178571428565,696.097407407408,696.0927848101261
3250.0,674.0696721311483,674.0311111111107,674.0294545454532,674.2332478632472,674.1688034188027,674.124188034189,674.2183760683761,673.9799999999998,673.9600000000012,674.0999999999999,673.9499999999999,673.8650000000016,673.8600000000014,673.6950000000007,673.6775000000006,673.9099999999997,674.1500000000001,674.1325000000012,674.3669230769218,674.2512389380521,674.0561946902654,674.1229203539826,674.004821428571,674.2098148148156,674.1950632911401
3500.0,652.7049180327868,652.6550000000009,652.6631818181827,652.8937606837612,652.8317948717963,652.792136752137,652.898717948717,652.6349999999993,652.6150000000008,652.7749999999995,652.6100000000004,652.5149999999999,652.4950000000017,652.3150000000004,652.2899999999994,652.5374999999992,652.8150000000002,652.7900000000004,653.0471794871798,652.9284955752211,652.7231858407075,652.7950442477879,652.676607142857,652.9029629629637,652.8783544303806
3750.0,631.9101639344268,631.8521111111125,631.8669090909103,632.1242735042738,632.0647863247868,632.0300854700841,632.1490598290586,631.8599999999992,631.8375000000012,632.0124999999997,631.8324999999995,631.725,631.6900000000011,631.4975000000004,631.4650000000001,631.7299999999998,632.0449999999992,632.012499999999,632.2975213675202,632.1736283185828,631.9606194690256,632.0350442477875,631.9135714285711,632.1634259259262,632.1279746835451
4000.0,611.6644262295081,611.5953333333323,611.6200909090903,611.899743589743,611.8452136752135,611.8179487179476,611.9493162393151,611.6400000000001,611.6150000000007,611.8075000000001,611.6125000000002,611.4950000000002,611.4450000000013,611.2400000000002,611.1999999999995,611.4774999999995,611.8300000000011,611.7899999999996,612.0977777777765,611.9708849557519,611.7476106194681,611.8271681415923,611.7027678571436,611.9738888888884,611.9312658227846
4250.0,591.9701639344258,591.8927777777785,591.9259090909103,592.2276923076931,592.1781196581204,592.155811965813,592.2970940170939,591.965,591.9399999999979,592.1449999999993,591.9349999999994,591.8099999999989,591.7449999999991,591.5300000000004,591.4849999999999,591.774999999999,592.1575000000005,592.110000000001,592.4405982906001,592.3104424778776,592.0820353982309,592.1641592920361,592.0367857142871,592.3250925925934,592.2718987341783
