Height,2012/11/13 15:24:39,2012/11/13 15:25:38,2012/11/13 15:26:39,2012/11/13 15:27:38,2012/11/13 15:28:38,2012/11/13 15:29:39,2012/11/13 15:30:39,2012/11/13 15:31:38,2012/11/13 15:32:38,2012/11/13 15:33:39,2012/11/13 15:34:39,2012/11/13 15:35:39,2012/11/13 15:36:38,2012/11/13 15:37:39,2012/11/13 15:38:39,2012/11/13 15:39:39,2012/11/13 15:40:38,2012/11/13 15:41:39,2012/11/13 15:42:39,2012/11/13 15:43:39,2012/11/13 15:44:39,2012/11/13 15:45:39,2012/11/13 15:46:39,2012/11/13 15:47:39,2012/11/13 15:48:39,2012/11/13 15:49:38,2012/11/13 17:46:39,2012/11/13 17:47:39,2012/11/13 17:48:38,2012/11/13 17:49:39,2012/11/13 17:50:39,2012/11/13 17:51:39,2012/11/13 17:52:39,2012/11/13 17:53:39,2012/11/13 17:54:39,2012/11/13 17:55:39,2012/11/13 17:56:39,2012/11/13 17:57:38,2012/11/13 17:58:38,2012/11/13 17:59:38,2012/11/13 18:00:39,2012/11/13 18:01:38,2012/11/13 18:02:38,2012/11/13 18:03:38,2012/11/13 18:04:38,2012/11/13 18:05:39,2012/11/13 18:06:39,2012/11/13 18:07:39,2012/11/13 18:08:39,2012/11/13 18:09:39,2012/11/13 18:10:39
600.0,134.80102040816334,123.04367088607606,-2594.9125,-4852.934051724138,-4857.939051724132,-4854.915775862055,-2325.228275862055,-2390.8160683760684,-4897.4645299145295,-7469.3125,-9999.0,-7469.2149999999965,-4940.227500000008,-4940.227499999993,-4983.464871794872,-4980.986239316236,-5017.250862068955,-2484.9583620689596,-2484.958362068966,-5017.243362068965,-7488.351025641026,-9999.0,-7469.1524999999965,-4933.845000000001,-2927.4215625,133.41089552238793,151.93285714285705,156.9324358974356,149.53,148.5450000000002,153.0725000000001,154.29500000000007,163.9350000000003,172.33000000000027,174.56250000000003,177.02581196581235,180.23316239316236,181.92111111111183,181.01393162393148,182.11500000000004,181.88,182.275,183.66500000000008,186.29500000000002,187.92834782608656,187.0633913043477,189.86504347826096,187.16930434782648,187.45500000000033,187.13749999999973,184.31123711340177
700.0,144.0,131.38860759493693,-2588.8083333333334,-4848.899137931035,-4854.051637931031,-4850.386982758627,-2318.269482758619,-2383.916752136752,-4892.637350427351,-7466.8825,-9999.0,-7467.337499999994,-4936.077499999985,-4936.0775,-4979.350341880342,-4976.274358974345,-5011.463965517232,-2476.8914655172516,-2476.891465517241,-5011.6564655172415,-7486.090512820512,-9999.0,-7467.017499999987,-4928.997499999998,-2920.317291666664,143.5901492537313,168.38877551020425,173.49025641025673,163.99336448598172,161.87750000000003,165.8750000000001,167.38000000000017,178.72249999999977,189.87250000000003,193.88250000000036,196.70512820512857,201.33273504273538,202.69598290598313,201.42940170940193,203.12500000000037,202.36500000000046,203.1175000000001,204.36749999999998,206.90999999999974,209.03956521739127,207.52652173913017,210.9485217391303,208.34356521739147,208.4925000000002,208.64250000000044,205.1718556701034
800.0,145.69326530612227,133.85531645569625,-2587.0039814814813,-4847.50198275862,-4852.386982758635,-4849.094741379325,-2315.834741379315,-2381.50282051282,-4890.917435897436,-7465.74,-9999.0,-7466.079999999987,-4933.767499999987,-4933.767500000003,-4977.060085470086,-4974.794615384628,-5010.558103448281,-2475.4781034482785,-2475.478103448276,-5010.683103448276,-7485.58735042735,-9999.0,-7466.385000000009,-4927.977500000008,-2918.8326041666587,145.71746268656727,171.58693877551022,178.33243589743574,168.96775700934566,167.58249999999992,171.56500000000028,172.04249999999968,182.17500000000013,192.27499999999992,195.79999999999998,197.4798290598295,201.96119658119645,202.79649572649538,201.606752136752,203.9074999999996,203.17250000000024,203.94250000000048,204.86750000000032,207.02499999999964,209.31869565217332,207.63921739130453,211.21756521739135,209.19513043478221,209.27750000000017,210.09000000000052,206.64742268041238
900.0,149.7679591836734,138.642151898734,-2583.5025,-4844.928189655172,-4849.265689655168,-4845.939827586213,-2310.4673275861946,-2376.1812820512823,-4887.164871794872,-7463.527499999999,-9999.0,-7463.592499999999,-4929.25,-4929.25,-4972.581196581196,-4971.39145299144,-5007.3476724137745,-2470.8376724137943,-2470.837672413793,-5007.445172413793,-7484.169572649573,-9999.0,-7465.040000000008,-4925.075000000012,-2914.5547916666656,151.84686567164167,180.66224489795923,189.59192307692322,179.86149532710274,179.0674999999999,183.0650000000003,182.30500000000018,191.43999999999986,201.28750000000025,205.03499999999963,205.94444444444423,211.00581196581223,211.13222222222217,209.71196581196557,212.71999999999989,211.7775000000002,212.65750000000017,213.21999999999983,214.98749999999995,217.48791304347833,215.4831304347827,219.3893043478263,217.97460869565217,217.95750000000044,219.41249999999997,215.7607216494845
1000.0,156.4297959183673,145.1703797468356,-2578.727222222222,-4841.628793103448,-4846.001293103436,-4842.072844827582,-2304.48784482759,-2370.2529059829058,-4882.855042735043,-7461.415,-9999.0,-7462.2300000000105,-4925.817500000005,-4925.817499999991,-4969.178034188035,-4967.12572649573,-5002.6337931034395,-2464.273793103453,-2464.2737931034485,-5003.113793103448,-7482.335384615384,-9999.0,-7463.114999999991,-4921.0625,-2908.749166666667,160.1653731343284,192.83551020408171,202.20641025641063,191.02476635514066,189.5650000000001,193.02000000000012,192.32749999999982,201.9975000000003,213.45000000000016,218.46499999999966,218.74794871794867,224.72641025641028,224.0199999999994,222.2998290598288,226.09250000000017,224.78500000000028,225.85750000000002,225.98249999999985,227.17749999999975,229.88721739130426,227.4335652173911,231.65495652173942,231.10017391304325,230.96749999999955,233.19499999999988,229.29030927835058
1250.0,163.68163265306114,154.14177215189852,-2572.164814814815,-4836.66724137931,-4839.914741379319,-4835.994051724155,-2293.551551724135,-2359.4100854700855,-4875.02623931624,-7456.557499999999,-9999.0,-7456.295000000013,-4915.557500000024,-4915.557499999995,-4959.005726495726,-4960.611880341888,-4997.837413793111,-2457.1549137931015,-2457.154913793104,-4998.239913793104,-7480.032735042736,-9999.0,-7460.904999999999,-4915.799999999988,-2900.9765625000023,171.30223880597032,205.74265306122442,222.94461538461533,211.33794392523333,212.33250000000027,216.47750000000082,211.40750000000003,218.0249999999999,227.3224999999998,232.39499999999958,230.19444444444383,236.85948717948685,233.93470085470082,231.21068376068396,236.3450000000003,234.28750000000028,235.54250000000025,234.56000000000034,234.55500000000023,237.37747826086922,234.37408695652172,239.18052173913023,241.06426086956543,240.93249999999995,244.69250000000014,240.70773195876313
1500.0,179.81836734693883,169.17088607594965,-2561.171296296296,-4829.173275862069,-4831.908275862055,-4825.5151724137795,-2277.810172413792,-2343.8032478632476,-4863.967692307692,-7451.295,-9999.0,-7452.5425000000105,-4906.517500000016,-4906.517500000003,-4950.042991452991,-4950.1917094017135,-4987.031810344831,-2441.946810344825,-2441.9468103448276,-4988.254310344828,-7475.667863247863,-9999.0,-7456.859999999986,-4906.104999999981,-2886.804583333331,191.6083582089554,236.80693877551033,256.4908974358975,240.63822429906548,239.47499999999988,242.23999999999978,236.15999999999994,244.31499999999977,258.6574999999995,268.09999999999997,265.57717948717965,275.6156410256409,270.27418803418766,266.0084615384618,272.27499999999986,268.16999999999985,269.9575000000002,267.43500000000057,266.1524999999999,269.06913043478255,264.9133043478265,270.24678260869564,274.81869565217335,274.76250000000005,279.91999999999945,275.5325773195873
1750.0,179.71183673469378,167.74911392405025,-2562.211296296297,-4830.1415517241385,-4833.9565517241235,-4826.497931034457,-2279.957931034493,-2345.9326495726496,-4864.981709401709,-7452.46,-9999.0,-7454.2074999999895,-4909.069999999978,-4909.070000000007,-4952.573675213675,-4950.350341880338,-4986.1546551724105,-2441.4171551724075,-2441.417155172414,-4988.452155172414,-7476.012393162393,-9999.0,-7457.135000000009,-4906.4175000000105,-2887.2318749999945,190.9961194029851,237.70714285714303,254.17500000000013,237.07719626168236,234.31249999999977,236.0574999999999,232.8424999999998,242.7974999999999,261.3149999999996,274.5149999999997,272.57675213675174,284.70965811965766,278.24786324786317,273.28564102564076,280.1749999999991,275.0424999999998,277.17000000000075,273.5950000000002,271.38249999999977,274.053565217391,269.2799130434782,274.6814782608704,280.980782608696,281.0024999999998,286.82000000000016,282.3974226804127
2000.0,171.81510204081633,161.71189873417688,-2566.6274074074076,-4832.632413793103,-4835.157413793107,-4828.0168965517405,-2281.9268965517294,-2347.8847863247865,-4866.512478632479,-7452.910000000001,-9999.0,-7453.372499999998,-4907.875,-4907.875,-4951.388888888889,-4950.967521367531,-4989.461637931045,-2446.0966379310253,-2446.096637931035,-4992.149137931035,-7477.373162393163,-9999.0,-7458.3399999999965,-4909.182499999995,-2891.288229166661,185.18402985074613,231.9402040816328,250.65628205128212,235.37672897196236,234.52750000000006,235.6400000000001,229.82,235.88500000000016,251.06500000000057,263.68500000000023,261.4962393162388,273.90923076923,267.2863247863249,262.44059829059853,269.26250000000005,264.12750000000045,265.7800000000006,261.67000000000047,258.68000000000023,260.2500869565222,255.48652173913132,259.88191304347885,267.58078260869576,267.9049999999998,274.0499999999998,270.3649484536081
2250.0,154.70020408163273,147.8381012658226,-2576.7758333333336,-4838.8188793103445,-4839.546379310332,-4833.967931034482,-2290.4554310344843,-2356.3404273504275,-4872.8166666666675,-7455.4875,-9999.0,-7453.709999999992,-4909.669999999984,-4909.670000000013,-4953.168547008547,-4955.805811965807,-4998.450344827568,-2458.552844827576,-2458.5528448275863,-5001.1828448275855,-7480.8110256410255,-9999.0,-7461.445000000007,-4916.607500000013,-2902.181979166682,169.57507462686578,209.64306122448968,231.3473076923078,220.7887850467289,223.7649999999999,225.04249999999954,215.62999999999968,215.41250000000016,223.02500000000038,232.365,229.5223076923072,240.2423931623928,234.47709401709386,230.57076923076937,236.7725000000004,232.58000000000027,233.37999999999988,229.13500000000016,225.84749999999968,226.06913043478275,222.00408695652197,224.95199999999986,233.16026086956484,233.86249999999944,239.77749999999986,237.3412371134022
